"MonitoringLocationIdentifier","UID","OrganizationIdentifier","OrganizationFormalName","ProviderName","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","IR_FLAG","IR_COMMENT","IR_MLID","IR_MLNAME","ASSESS_ID","AU_NAME","AU_Type","Water_Type","R317Descrp","ss_R317Descrp","BEN_CLASS","MLID_Count","Lat_Count","Long_Count","sites100m_count","LatitudeMeasure","LongitudeMeasure","IR_Lat","IR_Long","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ValidationType"
"USGS-10194200",173,"USGS-UT","USGS Utah Water Science Center","NWIS","CLEAR CREEK ABOVE DIVERSIONS, NEAR SEVIER, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10194200","CLEAR CREEK ABOVE DIVERSIONS, NEAR SEVIER, UT","UT16030003-018_00","Clear Creek-I70","River/Stream","River / Stream","Sevier River and tributaries, from Annabella diversion to headwaters",NA,"2B,3A,4",1,1,1,0,38.5794169,-112.2885399,38.5794169,-112.2885399,16030003,164,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",5680,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,41,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10205030",174,"USGS-UT","USGS Utah Water Science Center","NWIS","SALINA CREEK NEAR EMERY, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10205030","SALINA CREEK NEAR EMERY, UT","UT16030003-006_00","Salina Creek-2","River/Stream","River / Stream","Tributaries to Sevier River from Gunnison Bend Reservoir to Annabella diversion from U.S. National Forest boundary to headwaters",NA,"2B,3A,4",1,1,1,0,38.9119141,-111.5304654,38.9119141,-111.5304654,16030003,51.8,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",7000,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,41,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10215900",175,"USGS-UT","USGS Utah Water Science Center","NWIS","MANTI CREEK BLW DUGWAY CREEK, NR MANTI, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10215900","MANTI CREEK BLW DUGWAY CREEK, NR MANTI, UT","UT16030004-004_00","South Creek","River/Stream","River / Stream","Manti Creek (South Creek) and tributaries, from U.S. Forest Service boundary to headwaters",NA,"2B,3A,4",1,1,1,0,39.2591288,-111.579916,39.2591288,-111.579916,16030004,26.4,"sq mi",NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",6500,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,39,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10217000",176,"USGS-UT","USGS Utah Water Science Center","NWIS","SEVIER RIV BLW SAN PITCH RIV NR GUNNISON, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10217000","SEVIER RIV BLW SAN PITCH RIV NR GUNNISON, UT","UT16030003-012_00","Sevier River-17","River/Stream","River / Stream","Sevier River and tributaries below U.S. National Forest boundary from Gunnison Bend Reservoir to Annabella Diversion except as listed below",NA,"2B,3B,4",1,1,1,0,39.1552387,-111.877705,39.1552387,-111.877705,16030003,4921,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",5025,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,39,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10219000",177,"USGS-UT","USGS Utah Water Science Center","NWIS","SEVIER RIVER NEAR JUAB, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10219000","SEVIER RIVER NEAR JUAB, UT","UT16030005-025_00","Sevier River-20","River/Stream","River / Stream","Sevier River and tributaries below U.S. National Forest boundary from Gunnison Bend Reservoir to Annabella Diversion except as listed below",NA,"2B,3B,4",1,1,1,0,39.3746803,-112.0396557,39.3746803,-112.0396557,16030005,5165,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",4940,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,23,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10224000",178,"USGS-UT","USGS Utah Water Science Center","NWIS","SEVIER RIVER NEAR LYNNDYL, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10224000","SEVIER RIVER NEAR LYNNDYL, UT","UT16030005-026_00","Sevier River-22","River/Stream","River / Stream","Sevier River and tributaries below U.S. National Forest boundary from Gunnison Bend Reservoir to Annabella Diversion except as listed below",NA,"2B,3B,4",1,1,1,0,39.4818975,-112.3938338,39.4818975,-112.3938338,16030005,5966,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",4660,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,27,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10234500",179,"USGS-UT","USGS Utah Water Science Center","NWIS","BEAVER RIVER NEAR BEAVER, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10234500","BEAVER RIVER NEAR BEAVER, UT","UT16030007-002_00","Beaver River-2","River/Stream","River / Stream","Beaver River and tributaries from Minersville City to headwaters",NA,"2B,3A,4",1,1,1,0,38.2805264,-112.5682713,38.2805264,-112.5682713,16030007,91,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",6200,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,1,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10242000",180,"USGS-UT","USGS Utah Water Science Center","NWIS","COAL CREEK NEAR CEDAR CITY, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10242000","COAL CREEK NEAR CEDAR CITY, UT","UT16030006-001_00","Coal Creek","River/Stream","River / Stream","Coal Creek and tributaries",NA,"2B,3A,4",1,1,1,0,37.6721992,-113.0346702,37.6721992,-113.0346702,16030006,80.9,"sq mi",NA,NA,NA,0.5,"seconds","Interpolated from MAP.","WGS84",6000,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,21,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-370031111300100",32,"USGS-AZ","USGS Arizona Water Science Center","NWIS","LAKE POWELL AT STATE LINE","Lake, Reservoir, Impoundment",NA,"ACCEPT","Automatically accepted","USGS-370031111300100","LAKE POWELL AT STATE LINE","UT-L-14070006-001_00","Lake Powell","Reservoir/Lake","Lake / Reservoir","Lake Powell (Utah portion)",NA,"1C,2A,3B,4",1,1,1,0,37.0086111,-111.5002778,37.0086111,-111.5002778,14070006,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",3700,"feet",20,"feet","Global Positioning System.","NAVD88","US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-370107111320500",33,"USGS-AZ","USGS Arizona Water Science Center","NWIS","LAKE POWELL AT LONE ROCK BEACH","Lake, Reservoir, Impoundment",NA,"ACCEPT","Automatically accepted","USGS-370107111320500","LAKE POWELL AT LONE ROCK BEACH","UT-L-14070006-001_00","Lake Powell","Reservoir/Lake","Lake / Reservoir","Lake Powell (Utah portion)",NA,"1C,2A,3B,4",1,1,1,0,37.0186111,-111.5347222,37.0186111,-111.5347222,14070006,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",3700,"feet",20,"feet","Global Positioning System.","NAVD88","US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-370333111262700",34,"USGS-AZ","USGS Arizona Water Science Center","NWIS","WARM CREEK BAY @ LAKE POWELL","Lake, Reservoir, Impoundment",NA,"ACCEPT","Automatically accepted","USGS-370333111262700","WARM CREEK BAY @ LAKE POWELL","UT-L-14070006-001_00","Lake Powell","Reservoir/Lake","Lake / Reservoir","Lake Powell (Utah portion)",NA,"1C,2A,3B,4",1,1,1,0,37.0591667,-111.4408333,37.0591667,-111.4408333,14070006,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",3700,"feet",20,"feet","Global Positioning System.","NAVD88","US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-370506110581600",35,"USGS-AZ","USGS Arizona Water Science Center","NWIS","RAINBOW BRIDGE @ LAKE POWELL","Lake, Reservoir, Impoundment",NA,"ACCEPT","Automatically accepted","USGS-370506110581600","RAINBOW BRIDGE @ LAKE POWELL","UT-L-14070006-001_00","Lake Powell","Reservoir/Lake","Lake / Reservoir","Lake Powell (Utah portion)",NA,"1C,2A,3B,4",1,1,1,0,37.085,-110.9711111,37.085,-110.9711111,14070006,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",3700,"feet",20,"feet","Global Positioning System.","NAVD88","US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-370700113260001",181,"USGS-UT","USGS Utah Water Science Center","NWIS","(C-42-14)21cad-S1","Spring",NA,"ACCEPT","Automatically accepted","USGS-370700113260001","(C-42-14)21cad-S1","UT15010008-004_00","Virgin River-2","River/Stream","River / Stream","Virgin River and tributaries from state line to Quail Creek diversion except as listed below","Virgin River from the Utah/Arizona border to Pah Tempe Springs","2B,3B,4",1,1,1,0,37.116649,-113.4341182,37.116649,-113.4341182,15010008,NA,NA,NA,NA,NA,10,"seconds","Interpolated from MAP.","WGS84",2720,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,53,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-370708111045100",36,"USGS-AZ","USGS Arizona Water Science Center","NWIS","DANGLING ROPE MARINA @ LAKE POWELL","Lake, Reservoir, Impoundment",NA,"ACCEPT","Automatically accepted","USGS-370708111045100","DANGLING ROPE MARINA @ LAKE POWELL","UT-L-14070006-001_00","Lake Powell","Reservoir/Lake","Lake / Reservoir","Lake Powell (Utah portion)",NA,"1C,2A,3B,4",1,1,1,0,37.1188889,-111.0808333,37.1188889,-111.0808333,14070006,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",3700,"feet",20,"feet","Global Positioning System.","NAVD88","US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-370737113221301",182,"USGS-UT","USGS Utah Water Science Center","NWIS","(C-42-14)24bcd  Sand Hollow Res. at boat ramp","Lake, Reservoir, Impoundment",NA,"ACCEPT","Automatically accepted","USGS-370737113221301","(C-42-14)24bcd  Sand Hollow Res. at boat ramp","UT-L-15010008-025_00","Sand Hollow Reservoir","Reservoir/Lake","Lake / Reservoir","Sand Hollow Reservoir",NA,"1C,2A,3B,4",1,1,1,0,37.1212917,-113.381975,37.1212917,-113.381975,15010008,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",3000,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,53,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-371118113160901",183,"USGS-UT","USGS Utah Water Science Center","NWIS","(C-41-13)25cdb-S3","Spring",NA,"ACCEPT","Automatically accepted","USGS-371118113160901","(C-41-13)25cdb-S3","UT15010008-004_00","Virgin River-2","River/Stream","River / Stream","Virgin River and tributaries from state line to Quail Creek diversion except as listed below","Virgin River from the Utah/Arizona border to Pah Tempe Springs","2B,3B,4",1,1,1,0,37.1884444,-113.2691389,37.1884444,-113.2691389,15010008,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",3075.4,"feet",0.5,"feet","Level or other surveyed method.","NAVD88","US",49,53,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-371127113155901",184,"USGS-UT","USGS Utah Water Science Center","NWIS","VIRGIN RIVER ABOVE LA VERKIN HOT SPRINGS, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-371127113155901","VIRGIN RIVER ABOVE LA VERKIN HOT SPRINGS, UT","UT15010008-004_00","Virgin River-2","River/Stream","River / Stream","Virgin River and tributaries from state line to Quail Creek diversion except as listed below",NA,"2B,3B,4",1,1,1,0,37.1899444,-113.2676667,37.1899444,-113.2676667,15010008,NA,NA,NA,NA,NA,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",NA,NA,NA,NA,NA,NA,"US",49,53,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-371542109364401",185,"USGS-UT","USGS Utah Water Science Center","NWIS","SAN JUAN RIVER AT SAND ISLAND","Stream",NA,"ACCEPT","Automatically accepted","USGS-371542109364401","SAN JUAN RIVER AT SAND ISLAND","UT14080201-009_00","San Juan River-2","River/Stream","River / Stream","San Juan River and Tributaries, from Lake Powell to state line except As listed below:",NA,"1C,2A,3B,4",1,1,1,0,37.2615556,-109.6122222,37.2615556,-109.6122222,14080201,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4280,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-383021109393401",186,"USGS-UT","USGS Utah Water Science Center","NWIS","COLORADO RIVER AT POTASH BOAT RAMP, UT","Stream",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT14030005-003_00","Colorado River-3","River/Stream","River / Stream","Colorado River and tributaries, from Lake Powell to state line except as listed below",NA,"1C,2A,3B,4",1,1,1,1,38.5058333,-109.6594444,NA,NA,14030005,NA,NA,NA,NA,NA,0.5,"seconds","Interpolated from MAP.","WGS84",3951,"feet",5,"feet","Interpolated from topographic map.","NAVD88","US",49,19,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-383421109343701",187,"USGS-UT","USGS Utah Water Science Center","NWIS","Colorado River at Mill Creek nr Moab, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-383421109343701","Colorado River at Mill Creek nr Moab, UT","UT14030005-003_00","Colorado River-3","River/Stream","River / Stream","Colorado River and tributaries, from Lake Powell to state line except as listed below",NA,"1C,2A,3B,4",1,1,1,0,38.5724028,-109.5769222,38.5724028,-109.5769222,14030005,NA,NA,NA,NA,24000,0.5,"seconds","Interpolated from Digital MAP.","WGS84",3958,"feet",4.3,"feet","Interpolated from Digital Elevation Model","NAVD88","US",49,19,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-383427109343701",188,"USGS-UT","USGS Utah Water Science Center","NWIS","Colorado River below WWTP outfall nr Moab, UT","Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","Colorado River and tributaries, from Lake Powell to state line except as listed below",NA,"1C,2A,3B,4",NA,NA,NA,NA,38.5741,-109.5769,NA,NA,14030005,NA,NA,NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",3957,"feet",4.3,"feet","Interpolated from Digital Elevation Model","NAVD88","US",49,19,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-383442109344801",189,"USGS-UT","USGS Utah Water Science Center","NWIS","Colorado River at Matheson Wetlands nr Moab, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-383442109344801","Colorado River at Matheson Wetlands nr Moab, UT","UT14030005-004_00","Colorado River-4","River/Stream","River / Stream","Colorado River and tributaries, from Lake Powell to state line except as listed below",NA,"1C,2A,3B,4",1,1,1,0,38.5784,-109.5799,38.5784,-109.5799,14030005,NA,NA,NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",3956,"feet",4.3,"feet","Interpolated from Digital Elevation Model","NAVD88","US",49,19,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-384113110584801",190,"USGS-UT","USGS Utah Water Science Center","NWIS","(D-24- 8)36aba-S1 formerly (D-24- 8)25dcd-S1","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","Muddy Creek and tributaries, from confluence with Fremont River to Highway U-10 crossing, except as listed below",NA,"2B,3C,4",NA,NA,NA,NA,38.68665,-110.98035,NA,NA,14070002,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5200,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,15,"Colorado Plateaus aquifers","Moenkopi Formation","Unconfined single aquifer",NA,NA,NA,NA,NA,"AUTO"
"USGS-384749111020801",191,"USGS-UT","USGS Utah Water Science Center","NWIS","(D-23- 8)21   -S1 Carmel Seep","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","Muddy Creek and tributaries, from confluence with Fremont River to Highway U-10 crossing, except as listed below",NA,"2B,3C,4",NA,NA,NA,NA,38.797,-111.03565,NA,NA,14070002,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5960,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,15,"Colorado Plateaus aquifers","Carmel Formation of San Rafael Group",NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-385342111004501",192,"USGS-UT","USGS Utah Water Science Center","NWIS","(D-22- 8)22bab-S1 Entrada Seep","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","Muddy Creek and tributaries, from confluence with Fremont River to Highway U-10 crossing, except as listed below",NA,"2B,3C,4",NA,NA,NA,NA,38.8949194,-111.0124389,NA,NA,14070002,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5880,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,15,"Colorado Plateaus aquifers","Entrada Sandstone of San Rafael Group",NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-385643111011601",193,"USGS-UT","USGS Utah Water Science Center","NWIS","(D-21- 8)33dad-S1 SUMMERVILLE SEEP","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","San Rafael River and tributaries, from confluence with Green River to confluence with Ferron Creek",NA,"2B,3C,4",NA,NA,NA,NA,38.9451389,-111.0212306,NA,NA,14060009,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5829,"feet",4.3,"feet","Interpolated from Digital Elevation Model","NAVD88","US",49,15,"Colorado Plateaus aquifers",NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-390054111041701",194,"USGS-UT","USGS Utah Water Science Center","NWIS","MOLEN SEEP WASH NEAR FERRON, UT","Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","San Rafael River and tributaries, from confluence with Green River to confluence with Ferron Creek",NA,"2B,3C,4",NA,NA,NA,NA,39.0151667,-111.0715556,NA,NA,14060009,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5960,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,15,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-391315110570301",195,"USGS-UT","USGS Utah Water Science Center","NWIS","(D-18- 9)31aba-S1      BLUE GATE SPRING","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT14060009-011_00","Cottonwood Creek Lower","River/Stream","River / Stream","Cottonwood Creek and tributaries, from confluence with Huntington Creek to Highway U-57 crossing",NA,"2B,3C,4",NA,NA,NA,NA,39.2207306,-110.9514389,NA,NA,14060009,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5660,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,15,"Colorado Plateaus aquifers","Blue Gate Shale Member of Mancos Shale",NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-394554114003501",196,"USGS-UT","USGS Utah Water Science Center","NWIS","(C-12-19)20aac-S1 Johnson Canyon Spring","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT16020306-005_00","Deep Creek","River/Stream","River / Stream","Deep Creek and tributaries, from Rock Spring Creek to headwaters, Juab and Tooele Counties",NA,"2B,3A,4",NA,NA,NA,NA,39.7649444,-114.0096944,NA,NA,16020306,NA,NA,NA,NA,NA,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",7560,"feet",20,"feet","Interpolated from Digital Elevation Model","NAVD88","US",49,23,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-395038113593001",197,"USGS-UT","USGS Utah Water Science Center","NWIS","Fifteenmile Creek above confluence with Dads Creek","Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT16020306-005_00","Deep Creek","River/Stream","River / Stream","Deep Creek and tributaries, from Rock Spring Creek to headwaters, Juab and Tooele Counties",NA,"2B,3A,4",NA,NA,NA,NA,39.8439,-113.9917,NA,NA,16020306,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",6677,"feet",4.3,"feet","Interpolated from Digital Elevation Model","NAVD88","US",49,23,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-395040113592601",198,"USGS-UT","USGS Utah Water Science Center","NWIS","(C-11-19)28abc-","Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT16020306-005_00","Deep Creek","River/Stream","River / Stream","Deep Creek and tributaries, from Rock Spring Creek to headwaters, Juab and Tooele Counties",NA,"2B,3A,4",NA,NA,NA,NA,39.8445667,-113.9904333,NA,NA,16020306,NA,NA,NA,NA,NA,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",6696,"feet",20,"feet","Interpolated from topographic map.","NAVD88","US",49,23,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-395102114000001",199,"USGS-UT","USGS Utah Water Science Center","NWIS","Fifteen Mile Creek at main road below diversion","Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT16020306-005_00","Deep Creek","River/Stream","River / Stream","Deep Creek and tributaries, from Rock Spring Creek to headwaters, Juab and Tooele Counties",NA,"2B,3A,4",NA,NA,NA,NA,39.8504806,-114.000111,NA,NA,16020306,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",6520,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,23,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-395112114014501",200,"USGS-UT","USGS Utah Water Science Center","NWIS","(C-11-19)19cad-S1 Spring Creek Spring","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT16020306-005_00","Deep Creek","River/Stream","River / Stream","Deep Creek and tributaries, from Rock Spring Creek to headwaters, Juab and Tooele Counties",NA,"2B,3A,4",NA,NA,NA,NA,39.8533333,-114.0291944,NA,NA,16020306,NA,NA,NA,NA,NA,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",6335,"feet",20,"feet","Interpolated from Digital Elevation Model","NAVD88","US",49,23,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-395144113584901",201,"USGS-UT","USGS Utah Water Science Center","NWIS","(C-11-19)22bbb-","Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT16020306-005_00","Deep Creek","River/Stream","River / Stream","Deep Creek and tributaries, from Rock Spring Creek to headwaters, Juab and Tooele Counties",NA,"2B,3A,4",NA,NA,NA,NA,39.862125,-113.9802778,NA,NA,16020306,NA,NA,NA,NA,NA,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",6617,"feet",20,"feet","Interpolated from topographic map.","NAVD88","US",49,23,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-395245113592501",202,"USGS-UT","USGS Utah Water Science Center","NWIS","Sams Creek near Goshute, Utah","Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT16020306-005_00","Deep Creek","River/Stream","River / Stream","Deep Creek and tributaries, from Rock Spring Creek to headwaters, Juab and Tooele Counties",NA,"2B,3A,4",NA,NA,NA,NA,39.87925,-113.9901694,NA,NA,16020306,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",6200,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,23,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-395247113490901",203,"USGS-UT","USGS Utah Water Science Center","NWIS","(C-11-18)12dcb-S1","Spring",NA,"ACCEPT","Automatically accepted","USGS-395247113490901","(C-11-18)12dcb-S1","UT16020306-004_00","Basin Creek","River/Stream","River / Stream","Basin Creek and tributaries, Juab and Tooele Counties",NA,"2B,3A,4",1,1,1,0,39.8796621,-113.8199945,39.8796621,-113.8199945,16020306,NA,NA,NA,NA,24000,5,"seconds","Interpolated from MAP.","WGS84",6260,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,23,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-395540113584901",204,"USGS-UT","USGS Utah Water Science Center","NWIS","Deep Creek below diversion","Stream",NA,"ACCEPT","Automatically accepted","USGS-395540113584901","Deep Creek below diversion","UT16020306-005_00","Deep Creek","River/Stream","River / Stream","Deep Creek and tributaries, from Rock Spring Creek to headwaters, Juab and Tooele Counties",NA,"2B,3A,4",1,1,1,0,39.9276694,-113.9801694,39.9276694,-113.9801694,16020306,NA,NA,NA,NA,NA,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5760,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-395820113551001",205,"USGS-UT","USGS Utah Water Science Center","NWIS","(C-10-18) 7bdc-S1","Spring",NA,"ACCEPT","Automatically accepted","USGS-395820113551001","(C-10-18) 7bdc-S1","UT16020306-005_00","Deep Creek","River/Stream","River / Stream","Deep Creek and tributaries, from Rock Spring Creek to headwaters, Juab and Tooele Counties",NA,"2B,3A,4",1,1,1,0,39.9721607,-113.9202773,39.9721607,-113.9202773,16020306,NA,NA,NA,NA,NA,10,"seconds","Interpolated from MAP.","WGS84",7100,"feet",50,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
